date,open,close
2021-01-04,342.0,345.0
2021-01-05,344.95,354.35
2021-01-06,355.5,352.95
2021-01-07,355.1,361.25
2021-01-08,365.0,364.0
2021-01-11,365.5,356.85
2021-01-12,356.0,360.8
2021-01-13,363.0,348.8
2021-01-14,349.0,355.65
2021-01-15,356.0,349.1
2021-01-18,351.8,346.0
2021-01-19,348.35,353.85
2021-01-20,351.5,356.85
2021-01-21,359.0,359.65
2021-01-22,361.85,365.5
2021-01-25,368.8,366.25
2021-01-27,366.2,367.0
2021-01-28,366.0,369.2
2021-01-29,375.0,342.5
2021-02-01,342.3,335.15
2021-02-02,342.0,338.5
2021-02-03,343.5,347.15
2021-02-04,350.0,348.9
2021-02-05,344.0,339.2
2021-02-08,341.8,345.2
2021-02-09,345.2,346.05
2021-02-10,345.0,343.95
2021-02-11,343.0,342.3
2021-02-12,344.4,343.7
2021-02-15,343.7,340.75
2021-02-16,342.4,335.35
2021-02-17,335.35,333.9
2021-02-18,334.0,327.15
2021-02-19,332.8,324.6
2021-02-22,328.05,325.6
2021-02-23,327.0,328.3
2021-02-24,329.0,323.4
2021-02-25,325.1,334.05
2021-02-26,333.9,330.8
2021-03-01,334.75,327.95
2021-03-02,329.9,324.2
2021-03-03,329.5,325.75
2021-03-04,330.0,335.95
2021-03-05,342.0,329.35
2021-03-08,336.0,329.95
2021-03-09,334.8,330.55
2021-03-10,331.0,328.1
2021-03-12,331.75,331.3
2021-03-15,335.0,327.9
2021-03-16,329.6,328.3
2021-03-17,329.0,323.55
2021-03-18,323.55,305.85
2021-03-19,306.0,307.9
2021-03-22,306.0,313.95
2021-03-23,317.9,314.35
2021-03-24,313.9,308.35
2021-03-25,308.35,301.55
2021-03-26,301.55,303.45
2021-03-30,305.0,295.8
2021-03-31,297.9,291.2
2021-04-01,291.3,294.55
2021-04-05,300.5,291.85
2021-04-06,295.0,289.7
2021-04-07,290.0,295.75
2021-04-08,295.35,300.35
2021-04-09,299.0,305.05
2021-04-12,301.9,295.05
2021-04-13,295.0,292.0
2021-04-15,288.1,297.15
2021-04-16,301.0,323.05
2021-04-19,310.0,332.85
2021-04-20,334.0,340.3
2021-04-22,340.3,364.55
2021-04-23,362.5,346.15
2021-04-26,353.95,366.4
2021-04-27,373.9,373.6
2021-04-28,375.0,365.45
2021-04-29,367.05,359.2
2021-04-30,358.9,370.3
2021-05-03,371.0,380.95
2021-05-04,384.6,428.05
2021-05-05,434.3,426.85
2021-05-06,440.0,512.2
2021-05-07,550.0,560.65
2021-05-10,561.0,616.7
2021-05-11,635.0,664.15
2021-05-12,661.0,654.45
2021-05-14,661.5,658.95
2021-05-17,664.0,654.8
2021-05-18,654.8,652.45
2021-05-19,649.8,685.05
2021-05-20,705.0,719.3
2021-05-21,755.25,749.25
2021-05-24,761.5,752.3
2021-05-25,750.0,714.7
2021-05-26,699.0,750.4
2021-05-27,770.1,732.6
2021-05-28,746.0,744.95
2021-05-31,746.0,757.1
2021-06-01,760.0,746.15
2021-06-02,746.0,757.5
2021-06-03,763.0,795.35
2021-06-04,835.1,812.35
2021-06-07,852.15,927.7
2021-06-08,919.95,892.15
2021-06-09,899.8,847.7
2021-06-10,848.0,884.25
2021-06-11,888.7,873.65
2021-06-14,852.1,852.4
2021-06-15,850.0,851.2
2021-06-16,854.8,832.75
2021-06-17,815.0,826.9
2021-06-18,827.95,800.85
2021-06-21,785.15,806.95
2021-06-22,809.9,821.75
2021-06-23,835.9,821.75
2021-06-24,818.05,815.55
2021-06-25,819.5,802.0
2021-06-28,805.0,811.1
2021-06-29,815.2,855.6
2021-06-30,861.8,858.1
