date,open,close
2021-01-04,809.2,806.0
2021-01-05,805.0,817.25
2021-01-06,820.0,807.95
2021-01-07,807.1,798.0
2021-01-08,800.0,812.05
2021-01-11,818.95,805.95
2021-01-12,802.3,799.15
2021-01-13,802.1,791.3
2021-01-14,790.0,787.2
2021-01-15,787.5,782.45
2021-01-18,782.45,779.05
2021-01-19,782.95,769.35
2021-01-20,773.1,770.2
2021-01-21,775.9,771.65
2021-01-22,775.0,757.6
2021-01-25,759.0,755.15
2021-01-27,761.7,764.0
2021-01-28,750.0,735.95
2021-01-29,739.65,734.15
2021-02-01,730.55,780.0
2021-02-02,786.3,802.3
2021-02-03,805.0,797.7
2021-02-04,801.6,802.0
2021-02-05,805.9,815.0
2021-02-08,819.0,811.1
2021-02-09,815.2,805.05
2021-02-10,812.9,814.35
2021-02-11,814.35,826.6
2021-02-12,834.0,814.95
2021-02-15,813.0,819.45
2021-02-16,819.8,816.55
2021-02-17,819.95,806.65
2021-02-18,810.7,850.15
2021-02-19,854.5,814.5
2021-02-22,809.1,805.35
2021-02-23,808.05,832.8
2021-02-24,841.1,818.1
2021-02-25,824.0,841.6
2021-02-26,836.65,870.25
2021-03-01,895.0,860.95
2021-03-02,887.0,907.05
2021-03-03,909.75,925.3
2021-03-04,918.5,920.6
2021-03-05,918.0,937.7
2021-03-08,948.0,947.7
2021-03-09,952.3,932.9
2021-03-10,937.8,933.3
2021-03-12,939.95,945.0
2021-03-15,950.0,926.15
2021-03-16,929.0,895.55
2021-03-17,898.95,875.7
2021-03-18,888.0,863.05
2021-03-19,849.0,898.6
2021-03-22,909.0,895.4
2021-03-23,903.0,901.0
2021-03-24,904.7,884.0
2021-03-25,887.15,862.95
2021-03-26,869.95,889.4
2021-03-30,915.0,910.0
2021-03-31,912.0,945.0
2021-04-01,945.0,922.85
2021-04-05,929.9,924.4
2021-04-06,935.0,913.5
2021-04-07,917.9,910.55
2021-04-08,915.0,913.95
2021-04-09,913.7,909.9
2021-04-12,912.15,873.0
2021-04-13,875.0,862.0
2021-04-15,868.0,865.4
2021-04-16,873.0,856.05
2021-04-19,850.0,827.0
2021-04-20,828.6,833.2
2021-04-22,835.05,836.0
2021-04-23,831.0,835.85
2021-04-26,840.0,835.0
2021-04-27,840.3,862.0
2021-04-28,869.6,873.95
2021-04-29,876.0,864.95
2021-04-30,866.5,845.95
2021-05-03,834.0,838.0
2021-05-04,839.5,835.0
2021-05-05,848.0,836.65
2021-05-06,841.0,833.9
2021-05-07,856.0,839.8
2021-05-10,848.8,832.5
2021-05-11,830.0,821.1
2021-05-12,816.0,820.0
2021-05-14,819.0,811.5
2021-05-17,819.0,815.0
2021-05-18,817.2,811.0
2021-05-19,814.1,809.1
2021-05-20,815.0,804.0
2021-05-21,805.1,809.0
2021-05-24,817.8,814.3
2021-05-25,820.0,811.0
2021-05-26,815.5,811.0
2021-05-27,814.9,835.7
2021-05-28,840.1,829.55
2021-05-31,840.0,824.5
2021-06-01,830.0,815.9
2021-06-02,816.15,823.4
2021-06-03,824.3,836.0
2021-06-04,844.0,827.25
2021-06-07,828.0,829.0
2021-06-08,828.0,838.5
2021-06-09,837.95,825.0
2021-06-10,827.75,826.15
2021-06-11,832.0,826.0
2021-06-14,828.1,823.0
2021-06-15,824.8,813.5
2021-06-16,818.65,814.0
2021-06-17,810.0,815.45
2021-06-18,818.0,822.0
2021-06-21,817.1,824.35
2021-06-22,827.1,816.5
2021-06-23,815.0,815.0
2021-06-24,815.1,815.0
2021-06-25,815.05,810.0
2021-06-28,815.55,816.0
2021-06-29,818.0,815.05
2021-06-30,818.7,816.0
2021-07-01,818.0,814.9
2021-07-02,820.0,830.0
2021-07-05,834.45,873.65
2021-07-06,879.7,860.0
2021-07-07,860.0,855.1
2021-07-08,861.55,860.0
2021-07-09,860.0,860.0
2021-07-12,865.0,862.0
