date,open,close
2021-01-04,886.15,883.35
2021-01-05,878.0,905.6
2021-01-06,913.8,903.8
2021-01-07,904.8,901.35
2021-01-08,907.4,914.75
2021-01-11,924.0,922.3
2021-01-12,916.0,935.2
2021-01-13,939.4,971.1
2021-01-14,986.8,1002.75
2021-01-15,1001.9,1011.2
2021-01-18,1004.0,979.55
2021-01-19,1000.0,965.55
2021-01-20,965.1,977.5
2021-01-21,988.85,1003.0
2021-01-22,1000.0,993.05
2021-01-25,994.3,975.7
2021-01-27,978.9,974.9
2021-01-28,974.9,976.4
2021-01-29,979.0,980.25
2021-02-01,980.25,978.4
2021-02-02,979.9,985.0
2021-02-03,988.5,990.0
2021-02-04,999.9,1035.0
2021-02-05,1034.3,1003.55
2021-02-08,1011.85,988.55
2021-02-09,990.0,969.2
2021-02-10,969.2,957.7
2021-02-11,964.9,989.0
2021-02-12,998.7,965.1
2021-02-15,970.3,943.8
2021-02-16,949.9,929.0
2021-02-17,929.0,956.15
2021-02-18,969.7,971.45
2021-02-19,973.9,971.15
2021-02-22,970.0,945.8
2021-02-23,948.8,937.45
2021-02-24,940.9,938.45
2021-02-25,942.2,926.0
2021-02-26,923.0,928.9
2021-03-01,933.8,940.0
2021-03-02,944.4,959.9
2021-03-03,968.9,988.4
2021-03-04,984.0,998.95
2021-03-05,998.65,990.1
2021-03-08,998.0,987.85
2021-03-09,988.0,967.1
2021-03-10,973.7,975.4
2021-03-12,979.0,972.15
2021-03-15,984.9,969.3
2021-03-16,979.0,990.85
2021-03-17,999.0,1024.0
2021-03-18,1030.0,974.85
2021-03-19,982.65,966.0
2021-03-22,972.0,963.9
2021-03-23,969.0,975.0
2021-03-24,979.9,1009.5
2021-03-25,1025.0,1001.25
2021-03-26,1009.9,1028.7
2021-03-30,1055.0,1075.65
2021-03-31,1090.0,1103.0
2021-04-01,1119.0,1100.0
2021-04-05,1120.9,1123.0
2021-04-06,1110.8,1135.1
2021-04-07,1138.0,1141.0
2021-04-08,1158.0,1203.15
2021-04-09,1200.0,1220.0
2021-04-12,1201.0,1218.1
2021-04-13,1205.0,1161.9
2021-04-15,1162.95,1138.75
2021-04-16,1144.5,1165.95
2021-04-19,1150.0,1196.35
2021-04-20,1208.0,1230.0
2021-04-22,1215.0,1216.0
2021-04-23,1196.1,1195.7
2021-04-26,1195.0,1176.95
2021-04-27,1171.0,1168.0
2021-04-28,1168.0,1177.5
2021-04-29,1188.75,1229.95
2021-04-30,1212.55,1236.25
2021-05-03,1244.9,1268.0
2021-05-04,1273.75,1247.05
2021-05-05,1241.0,1302.0
2021-05-06,1305.7,1275.9
2021-05-07,1273.65,1283.5
2021-05-10,1275.5,1267.6
2021-05-11,1250.1,1236.85
2021-05-12,1260.0,1193.95
2021-05-14,1212.0,1209.0
2021-05-17,1227.5,1197.6
2021-05-18,1197.8,1191.25
2021-05-19,1195.0,1182.45
2021-05-20,1180.0,1215.0
2021-05-21,1220.95,1188.0
2021-05-24,1181.0,1170.95
2021-05-25,1181.8,1152.9
2021-05-26,1155.0,1127.0
2021-05-27,1099.95,1179.05
2021-05-28,1200.0,1236.35
2021-05-31,1247.7,1261.1
2021-06-01,1260.5,1253.95
2021-06-02,1250.0,1275.0
2021-06-03,1278.5,1256.0
2021-06-04,1280.0,1256.0
2021-06-07,1267.75,1280.0
2021-06-08,1288.0,1328.85
2021-06-09,1340.0,1293.5
2021-06-10,1302.0,1355.0
2021-06-11,1584.0,1613.2
2021-06-14,1730.0,1769.9
2021-06-15,1798.0,1741.9
2021-06-16,1740.0,1714.0
2021-06-17,1698.0,1702.0
2021-06-18,1683.5,1767.65
2021-06-21,1799.9,1706.25
2021-06-22,1769.0,1791.55
2021-06-23,1819.0,1794.65
2021-06-24,1794.0,1805.0
2021-06-25,1830.0,1823.0
2021-06-28,1819.0,1760.0
2021-06-29,1795.0,1850.0
2021-06-30,1859.8,1938.55
2021-07-01,1955.0,2035.35
2021-07-02,2120.0,2099.0
2021-07-05,2100.0,2134.0
2021-07-06,2144.7,2082.0
2021-07-07,2095.0,2101.5
2021-07-08,2105.0,2190.0
2021-07-09,2180.0,2110.0
2021-07-12,2108.0,2100.0
2021-07-13,2144.0,2083.3
2021-07-14,2100.0,2136.0
2021-07-15,2164.0,2239.9
2021-07-16,2242.95,2225.0
2021-07-19,2240.0,2246.3
2021-07-20,2252.2,2220.0
2021-07-22,2201.0,2228.05
2021-07-23,2180.1,2170.0
2021-07-26,2111.1,2113.0
2021-07-27,2088.1,2110.0
2021-07-28,2143.5,2099.0
