date,open,close
2023-08-08,366.0,376.0
2023-08-09,377.0,368.0
2023-08-10,367.0,367.0
2023-08-11,367.0,376.5
2023-08-14,374.45,366.05
2023-08-16,366.25,359.0
2023-08-17,359.0,356.0
2023-08-18,351.2,360.0
2023-08-21,359.6,365.0
2023-08-22,365.0,380.3
2023-08-23,397.0,385.0
2023-08-24,385.0,376.05
2023-08-25,376.0,369.15
2023-08-28,369.8,373.7
2023-08-29,373.05,370.05
2023-08-30,373.95,387.0
2023-08-31,393.9,380.15
2023-09-01,380.15,386.55
2023-09-04,390.85,403.0
2023-09-05,405.0,406.0
2023-09-06,409.0,409.0
2023-09-07,411.0,402.65
2023-09-08,403.25,397.0
2023-09-11,403.0,396.0
2023-09-12,396.9,392.0
2023-09-13,391.0,470.15
2023-09-14,495.0,454.0
2023-09-15,459.0,434.0
2023-09-18,433.7,418.0
2023-09-20,416.0,415.4
2023-09-21,414.95,406.9
2023-09-22,407.95,396.05
2023-09-25,393.5,401.8
2023-09-26,402.95,416.0
2023-09-27,414.5,441.15
2023-09-28,444.95,422.0
2023-09-29,423.75,421.05
2023-10-03,421.05,417.1
2023-10-04,423.5,414.0
2023-10-05,419.95,420.0
2023-10-06,423.0,440.0
2023-10-09,433.05,423.15
2023-10-10,423.5,416.35
2023-10-11,419.4,415.9
2023-10-12,425.0,417.0
2023-10-13,417.25,416.9
2023-10-16,422.0,415.0
2023-10-17,419.8,416.4
2023-10-18,418.45,410.9
2023-10-19,409.2,400.9
2023-10-20,400.05,403.9
2023-10-23,408.9,392.45
2023-10-25,390.0,369.95
2023-10-26,370.5,375.6
2023-10-27,379.95,379.0
2023-10-30,399.0,390.0
2023-10-31,389.0,390.55
2023-11-01,390.55,384.25
2023-11-02,384.1,391.75
2023-11-03,397.0,390.95
2023-11-06,394.95,387.55
2023-11-07,393.0,383.05
2023-11-08,388.95,386.0
2023-11-09,390.0,377.7
2023-11-10,376.7,372.0
2023-11-12,380.0,382.15
2023-11-13,386.0,373.95
2023-11-15,377.95,382.5
2023-11-16,381.85,384.0
2023-11-17,385.95,401.7
2023-11-20,403.95,387.0
2023-11-21,392.0,399.05
2023-11-22,396.0,398.0
2023-11-23,396.0,400.3
2023-11-24,404.9,395.25
2023-11-28,401.75,392.5
2023-11-29,392.75,397.75
2023-11-30,404.7,393.0
2023-12-01,393.7,391.0
2023-12-04,402.0,391.0
2023-12-05,394.8,388.95
2023-12-06,386.15,384.5
2023-12-07,389.75,394.9
2023-12-08,392.65,399.0
2023-12-11,395.55,397.1
2023-12-12,400.0,409.25
2023-12-13,411.9,404.25
2023-12-14,405.0,414.0
2023-12-15,413.0,426.0
2023-12-18,427.5,438.9
2023-12-19,437.05,425.85
2023-12-20,427.0,410.6
