date,open,close
2021-01-04,864.0,891.05
2021-01-05,884.4,879.45
2021-01-06,888.95,891.65
2021-01-07,895.0,915.1
2021-01-08,922.0,962.1
2021-01-11,973.9,966.45
2021-01-12,968.0,963.95
2021-01-13,969.0,950.25
2021-01-14,945.1,956.75
2021-01-15,957.0,948.0
2021-01-18,954.0,926.0
2021-01-19,935.05,951.8
2021-01-20,955.0,939.85
2021-01-21,940.0,963.55
2021-01-22,970.0,938.25
2021-01-25,950.0,942.15
2021-01-27,957.0,939.55
2021-01-28,939.65,920.0
2021-01-29,937.65,906.65
2021-02-01,910.0,931.95
2021-02-02,935.0,931.5
2021-02-03,944.0,942.2
2021-02-04,946.0,928.75
2021-02-05,932.0,925.0
2021-02-08,927.0,963.1
2021-02-09,966.0,947.9
2021-02-10,948.0,950.0
2021-02-11,948.0,941.0
2021-02-12,950.95,947.55
2021-02-15,952.5,976.35
2021-02-16,990.0,958.1
2021-02-17,956.25,976.15
2021-02-18,984.9,973.55
2021-02-19,975.0,968.95
2021-02-22,968.95,947.0
2021-02-23,951.1,974.45
2021-02-24,985.0,1014.5
2021-02-25,1035.5,1062.75
2021-02-26,1045.0,1072.7
2021-03-01,1125.0,1092.7
2021-03-02,1116.0,1167.0
2021-03-03,1165.0,1243.15
2021-03-04,1215.0,1313.85
2021-03-05,1311.0,1340.8
2021-03-08,1340.8,1378.05
2021-03-09,1391.0,1326.65
2021-03-10,1326.95,1335.55
2021-03-12,1338.0,1257.55
2021-03-15,1250.0,1144.5
2021-03-16,1131.0,1107.55
2021-03-17,1101.4,1160.6
2021-03-18,1148.75,1219.6
2021-03-19,1219.0,1254.6
2021-03-22,1254.6,1283.8
2021-03-23,1273.75,1320.0
2021-03-24,1327.95,1291.2
2021-03-25,1291.2,1290.6
2021-03-26,1302.0,1333.75
2021-03-30,1362.7,1394.1
2021-03-31,1400.0,1395.0
2021-04-01,1423.0,1326.75
2021-04-05,1324.0,1237.95
2021-04-06,1237.95,1211.55
2021-04-07,1236.0,1252.0
2021-04-08,1269.45,1271.0
2021-04-09,1271.0,1303.75
2021-04-12,1295.0,1226.0
2021-04-13,1225.0,1223.95
2021-04-15,1212.75,1219.8
2021-04-16,1234.95,1259.5
2021-04-19,1208.1,1186.5
2021-04-20,1216.95,1256.15
2021-04-22,1259.15,1255.0
2021-04-23,1248.0,1261.0
2021-04-26,1289.0,1280.0
2021-04-27,1287.65,1310.0
2021-04-28,1317.0,1311.95
2021-04-29,1329.0,1318.55
2021-04-30,1315.0,1296.0
2021-05-03,1305.0,1345.0
2021-05-04,1370.0,1317.0
2021-05-05,1320.05,1296.0
2021-05-06,1302.85,1300.0
2021-05-07,1301.1,1258.8
2021-05-10,1260.0,1254.8
2021-05-11,1249.9,1247.95
2021-05-12,1250.0,1250.5
2021-05-14,1249.4,1190.0
2021-05-17,1200.0,1268.0
2021-05-18,1286.05,1250.0
2021-05-19,1250.0,1289.0
2021-05-20,1300.0,1266.0
2021-05-21,1267.0,1250.95
2021-05-24,1251.0,1247.0
2021-05-25,1254.0,1270.0
2021-05-26,1284.95,1245.55
2021-05-27,1251.0,1335.0
2021-05-28,1339.9,1295.9
2021-05-31,1300.0,1299.0
2021-06-01,1317.0,1300.0
2021-06-02,1319.0,1282.0
2021-06-03,1285.0,1330.0
2021-06-04,1352.0,1309.9
2021-06-07,1332.4,1348.25
2021-06-08,1360.0,1370.0
2021-06-09,1383.0,1366.1
2021-06-10,1378.9,1425.0
2021-06-11,1435.0,1438.75
2021-06-14,1444.0,1460.0
2021-06-15,1480.0,1505.0
2021-06-16,1518.2,1490.0
2021-06-17,1485.0,1564.4
2021-06-18,1578.8,1540.0
2021-06-21,1525.0,1623.8
2021-06-22,1644.0,1611.0
2021-06-23,1619.95,1595.5
2021-06-24,1588.5,1622.0
2021-06-25,1628.0,1620.0
2021-06-28,1620.0,1600.0
2021-06-29,1608.5,1583.0
2021-06-30,1580.0,1630.0
2021-07-01,1630.0,1633.0
2021-07-02,1660.0,1632.0
2021-07-05,1641.0,1627.2
2021-07-06,1633.25,1600.0
2021-07-07,1597.35,1603.0
2021-07-08,1604.0,1580.0
2021-07-09,1584.0,1543.0
2021-07-12,1557.25,1499.0
2021-07-13,1500.0,1485.0
2021-07-14,1499.95,1448.1
2021-07-15,1450.0,1511.1
2021-07-16,1524.5,1571.0
2021-07-19,1599.0,1532.0
2021-07-20,1511.0,1598.0
2021-07-22,1606.9,1631.0
2021-07-23,1644.25,1615.0
2021-07-26,1624.95,1608.0
2021-07-27,1610.0,1750.6
2021-07-28,1782.0,1789.9
2021-07-29,1802.0,1783.0
2021-07-30,1789.0,1747.0
2021-08-02,887.5,890.0
2021-08-03,894.5,899.75
2021-08-04,912.48,860.5
2021-08-05,868.55,854.13
2021-08-06,858.5,872.5
2021-08-09,885.0,874.5
2021-08-10,871.0,838.65
2021-08-11,851.5,838.5
2021-08-12,837.38,833.03
2021-08-13,837.5,803.6
2021-08-16,805.55,814.38
2021-08-17,814.38,813.45
2021-08-18,825.0,814.0
