date,open,close
2023-03-28,102.0,101.25
2023-03-29,101.25,96.25
2023-03-31,91.45,91.45
2023-04-03,91.45,86.9
2023-04-05,82.55,82.55
2023-04-06,78.45,78.45
2023-04-10,74.55,74.75
2023-04-11,71.25,71.25
2023-04-12,71.0,67.7
2023-04-13,64.55,64.35
2023-04-17,57.95,57.95
2023-04-18,52.5,52.15
2023-04-19,48.8,57.35
2023-04-20,63.0,60.7
2023-04-24,70.0,73.4
2023-04-25,77.05,77.05
2023-04-26,77.9,73.2
2023-04-27,73.5,76.75
2023-04-28,77.2,74.15
2023-05-02,74.15,75.5
2023-05-03,75.5,75.2
2023-05-04,73.55,78.95
2023-05-05,82.8,82.85
2023-05-08,86.95,86.95
2023-05-09,91.25,91.25
2023-05-10,95.8,95.8
2023-05-11,100.55,94.95
2023-05-12,95.0,90.35
2023-05-15,88.0,91.55
2023-05-16,94.85,96.1
2023-05-17,99.0,95.95
2023-05-18,95.95,91.45
2023-05-19,88.55,86.9
2023-05-22,90.95,91.2
2023-05-23,95.0,87.3
2023-05-24,87.2,82.95
2023-05-25,82.65,82.6
2023-05-26,81.5,82.35
2023-05-29,82.35,84.25
2023-05-30,82.5,88.45
2023-05-31,92.85,92.85
2023-06-01,97.45,96.9
2023-06-02,97.4,99.0
2023-06-05,99.0,103.8
2023-06-06,107.5,108.95
2023-06-07,114.35,114.35
2023-06-08,120.05,120.05
2023-06-09,126.05,121.95
2023-06-12,119.25,128.0
2023-06-13,134.4,134.4
2023-06-14,138.6,139.8
2023-06-15,140.0,137.55
2023-06-16,140.95,130.7
2023-06-19,124.5,124.2
2023-06-20,121.0,130.4
2023-06-21,136.9,136.75
2023-06-22,139.85,130.2
2023-06-23,131.5,130.05
2023-06-26,133.0,126.55
2023-06-27,128.5,125.0
2023-06-28,126.2,123.15
2023-06-30,121.1,127.35
2023-07-03,130.5,133.7
2023-07-04,140.35,140.35
2023-07-05,147.35,147.35
2023-07-06,154.7,154.7
2023-07-07,162.4,159.75
2023-07-10,154.15,167.7
2023-07-11,174.0,176.05
2023-07-12,182.0,184.85
2023-07-13,193.9,175.6
2023-07-14,169.9,170.5
2023-07-17,169.0,178.0
2023-07-18,183.5,186.9
2023-07-19,191.5,192.5
2023-07-20,202.1,189.25
2023-07-21,186.0,195.75
2023-07-24,196.0,199.3
2023-07-25,201.0,195.0
2023-07-26,199.0,189.3
2023-07-27,187.3,186.5
2023-07-28,187.0,188.3
2023-07-31,192.9,189.95
2023-08-01,197.0,180.45
2023-08-02,187.5,171.45
2023-08-03,163.5,169.6
2023-08-04,167.5,161.15
2023-08-07,155.0,145.1
2023-08-08,148.05,136.8
2023-08-09,143.5,150.4
2023-08-10,156.0,147.0
2023-08-11,147.0,159.8
2023-08-14,148.2,150.9
2023-08-16,147.5,152.7
2023-08-17,148.1,143.1
2023-08-18,149.95,143.8
2023-08-21,144.0,158.15
2023-08-22,162.05,163.5
2023-08-23,168.5,162.0
2023-08-24,162.0,178.2
2023-08-25,183.0,185.05
2023-08-28,191.3,192.9
2023-08-29,191.0,196.5
2023-08-30,196.5,186.85
2023-08-31,192.0,177.5
2023-09-01,172.05,175.45
2023-09-04,172.6,167.5
2023-09-05,167.45,163.85
2023-09-06,168.0,166.95
2023-09-07,170.0,164.1
2023-09-08,164.0,167.85
2023-09-11,172.0,175.05
2023-09-12,180.0,178.05
2023-09-13,178.05,176.1
2023-09-14,181.0,179.0
2023-09-15,182.0,180.9
2023-09-18,184.0,180.0
2023-09-20,180.0,175.0
2023-09-21,179.9,183.75
2023-09-22,192.9,192.9
2023-09-25,200.0,190.2
2023-09-26,183.25,180.7
2023-09-27,179.3,180.0
2023-09-28,173.05,175.2
2023-09-29,173.0,183.05
2023-10-03,187.5,184.0
2023-10-04,176.6,179.5
2023-10-05,177.0,171.3
2023-10-06,171.3,173.5
2023-10-09,170.0,168.65
2023-10-10,171.5,177.3
2023-10-11,181.5,195.0
2023-10-12,198.0,213.8
2023-10-13,219.0,225.4
2023-10-16,226.0,231.85
2023-10-17,234.9,243.4
2023-10-18,255.55,232.7
2023-10-19,230.7,231.5
2023-10-20,238.45,226.0
2023-10-23,220.05,218.95
2023-10-25,218.95,219.6
2023-10-26,217.0,230.55
2023-10-27,230.95,237.2
2023-10-30,243.5,234.05
2023-10-31,234.0,222.35
2023-11-01,216.55,214.75
2023-11-02,222.0,217.3
2023-11-03,226.0,228.15
2023-11-06,230.0,237.1
2023-11-07,235.5,225.25
2023-11-08,232.0,223.2
2023-11-09,215.55,223.7
2023-11-10,227.5,229.95
2023-11-13,230.1,230.05
2023-11-15,238.0,229.45
2023-11-16,225.0,223.05
2023-11-17,232.5,220.15
2023-11-20,220.15,218.45
2023-11-21,217.0,217.0
2023-11-22,215.0,219.55
2023-11-23,221.0,227.0
2023-11-24,226.0,225.5
2023-11-28,230.1,229.0
2023-11-29,233.2,229.95
2023-11-30,231.0,223.15
2023-12-01,220.0,227.15
2023-12-04,230.0,224.7
2023-12-05,227.8,223.25
2023-12-06,231.0,221.0
2023-12-07,227.5,221.0
2023-12-08,221.0,222.0
2023-12-11,227.5,234.85
2023-12-12,240.0,258.3
2023-12-13,266.0,284.1
2023-12-14,296.0,298.3
2023-12-15,311.8,313.2
2023-12-18,324.95,297.7
2023-12-20,275.05,274.0
