Stock,Open,Close,Profit,Profit Percent
PHADIG,434.25,520.3,86,19.82
PRUCOP,1256.0,1216.35,-40,-3.18
IONEXC,582.0,602.0,20,3.44
SHAGEA,514.5,522.35,8,1.56
NIITEC,5785.0,6290.2,505,8.73
RSYSTE,485.0,571.45,86,17.73
PERSYS,6467.0,7431.35,964,14.91
FIDSOF,114.85,106.1,-8,-7.02
HCLTEC,1364.95,1462.7,98,7.18
ELGEQU,539.9,545.7,6,1.11
CREPER,780.0,740.35,-40,-5.13
SAISIK,296.0,277.5,-19,-6.42
Total Profit,Total Invested Amount
1666,18616
