Stock,Open,Close,Profit,Profit Percent
TATELX,8892.25,8870.65,-22,-0.25
ANGBRO,3058.0,3292.35,234,7.65
MANALU,130.6,130.45,0,0.0
SQSIND,1304.0,1301.95,-3,-0.23
SHIBIM,552.9,536.35,-16,-2.9
FOSIND,3740.0,3825.85,85,2.27
NUCSOF,1420.0,1461.5,41,2.89
AGAFLO,61.45,58.0,-3,-4.92
Total Profit,Total Invested Amount
316,19157
