Stock,Open,Close,Profit,Profit Percent
DRESER,513.8,542.15,29,5.65
SQSIND,1328.45,1301.95,-27,-2.03
ANLTEC,293.85,237.0,-56,-19.11
SAFIND,4234.0,2063.25,-2171,-51.28
ECLSER,1972.2,2580.1,608,30.83
EMSLIM,300.0,416.9,116,38.67
BRACON,481.0,814.0,333,69.23
BANPRO,455.35,618.75,163,35.82
REDIND,144.6,175.8,31,21.53
Total Profit,Total Invested Amount
-974,9720
