Stock,Open,Close,Profit,Profit Percent
COALIN,309.4,363.25,54,17.48
NIILEA,391.75,435.45,44,11.25
ROLRIN,2225.0,2376.7,151,6.79
NARHRU,1005.0,1175.5,170,16.92
PARCRU,73.75,113.2,40,54.79
KOTPET,130.6,147.55,17,13.08
JKPAP,382.0,389.25,7,1.83
CUMIND,1706.0,2013.15,307,18.0
HGINF,911.0,819.4,-92,-10.1
METBRA,1205.0,1299.6,94,7.8
SAISIK,243.5,277.5,34,13.99
Total Profit,Total Invested Amount
826,8580
