Stock,Open,Close,Profit,Profit Percent
ACCKAL,1412.7,1387.7,-25,-1.77
INTPAP,556.0,590.85,34,6.12
TATELX,7613.15,8870.65,1257,16.51
LTINFO,5125.0,6229.1,1104,21.54
LIKINF,301.0,281.9,-20,-6.64
SOLIN,5600.0,6594.9,994,17.75
ASTPHA,4675.45,5329.1,654,13.99
GLELIF,619.0,645.35,26,4.2
