Stock,Open,Close,Profit,Profit Percent
KSOIND,1097.55,1232.7,135,12.31
SWAENG,2202.0,2446.7,244,11.08
WESCOA,679.0,727.15,48,7.07
RADCAS,89.3,89.25,0,0.0
STECAS,628.0,619.85,-9,-1.43
IONEXC,583.3,602.0,19,3.26
FIDSOF,119.5,106.1,-13,-10.92
JKPAP,394.3,389.25,-5,-1.27
FOSIND,3550.0,3825.85,275,7.75
BLUSTA,1023.0,951.25,-72,-7.04
SATIND,122.8,142.9,20,16.39
Total Profit,Total Invested Amount
642,10486
