Stock,Open,Close,Profit,Profit Percent
COALIN,231.25,363.25,132,57.14
INTPAP,433.0,590.85,157,36.26
STECAS,447.0,619.85,172,38.48
BETDRU,729.5,1489.35,760,104.25
DPWIR,429.8,595.3,166,38.69
BRACON,270.0,814.0,544,201.48
GRAVIN,377.0,1047.65,670,177.72
AARIN,165.65,287.55,122,73.94
KOTPET,65.0,147.55,82,126.15
CREPER,527.0,740.35,213,40.42
GUFBIO,215.2,322.8,107,49.77
TEGIND,629.2,1088.75,459,72.97
Total Profit,Total Invested Amount
3584,4517
