Stock,Open,Close,Profit,Profit Percent
PRUCOP,968.1,1216.35,248,25.62
MOTSU,60.85,61.45,1,1.67
MADBHA,506.2,296.15,-210,-41.5
SAFIND,1670.35,2063.25,393,23.53
INDMED,85.8,179.55,94,110.59
MACIN,994.0,1723.1,729,73.34
DRCSYS,42.0,41.0,-1,-2.38
SAKSOF,123.5,322.75,199,161.79
GRINOR,1931.05,2200.9,269,13.93
JAMAUT,110.75,108.0,-2,-1.82
TEGIND,622.0,1088.75,466,74.92
GESHIP,714.9,1016.15,302,42.3
Total Profit,Total Invested Amount
2488,7825
