Stock,Open,Close,Profit,Profit Percent
GLOEDU,230.35,308.75,78,33.91
INGRAN,2134.0,3091.7,957,44.85
SONSOF,592.6,749.9,157,26.52
MAZDOC,906.3,2121.4,1215,134.11
NARHRU,760.0,1175.5,415,54.61
ASTPHA,3399.0,5329.1,1930,56.78
AUTAXL,2000.0,2202.65,202,10.1
AURSOL,391.65,2194.4,1803,461.13
CREPER,530.0,740.35,210,39.62
GULLUB,457.95,711.2,254,55.58
GESHIP,690.0,1016.15,326,47.25
Total Profit,Total Invested Amount
7547,12089
