Stock,Open,Close,Profit,Profit Percent
MOLTEK,116.3,269.45,153,131.9
NETPEO,129.0,2206.15,2077,1610.08
AUTAXL,2002.0,2202.65,200,9.99
VIPIND,732.0,607.8,-125,-17.08
APLAPO,1163.0,1588.15,425,36.54
KEIIND,1606.0,3056.65,1450,90.29
GULLUB,460.0,711.2,251,54.57
JASENG,868.0,1521.2,653,75.23
Total Profit,Total Invested Amount
5084,7076
