Stock,Open,Close,Profit,Profit Percent
EASTRI,66.65,38.5,-28,-42.42
MOLTEK,104.0,269.45,165,158.65
SAHCRE,1650.0,1163.5,-487,-29.52
LTTEC,4159.75,5204.55,1045,25.13
ROLRIN,1913.35,2376.7,463,24.2
NARHRU,753.0,1175.5,422,56.04
RSYSTE,263.0,571.45,308,117.11
LLOST,12.85,45.8,33,275.0
GRINOR,1946.0,2200.9,254,13.05
KEIIND,1585.0,3056.65,1471,92.81
RAICHI,773.8,1117.7,344,44.5
Total Profit,Total Invested Amount
3990,13224
