Stock,Open,Close,Profit,Profit Percent
VARCLO,702.1,101.95,-601,-85.61
NETPEO,129.0,2206.15,2077,1610.08
RPGLIF,913.0,1363.4,450,49.29
PRAIN,385.25,562.05,177,45.97
ASTPHA,3348.6,5329.1,1981,59.17
FIDSOF,66.0,106.1,40,60.61
E2ENET,181.95,627.3,446,246.41
FOSIND,2019.1,3825.85,1806,89.45
Total Profit,Total Invested Amount
6376,7743
