Stock,Open,Close,Profit,Profit Percent
SIGSOL,225.0,457.7,232,103.11
NETPEO,129.0,2206.15,2077,1610.08
AUTAXL,2002.0,2202.65,200,9.99
CMSIN,331.0,386.0,55,16.62
VIPIND,732.0,607.8,-125,-17.08
EICMOT,3358.2,4006.05,648,19.3
KEIIND,1606.0,3056.65,1450,90.29
GULLUB,460.0,711.2,251,54.57
JASENG,868.0,1521.2,653,75.23
Total Profit,Total Invested Amount
5441,9711
