Stock,Open,Close,Profit,Profit Percent
SIGSOL,225.0,457.7,232,103.11
NETPEO,129.0,2206.15,2077,1610.08
INDMED,83.2,179.55,96,115.66
AUTAXL,2002.0,2202.65,200,9.99
VIPIND,732.0,607.8,-125,-17.08
KEIIND,1606.0,3056.65,1450,90.29
RAICHI,751.0,1117.7,366,48.74
GULLUB,460.0,711.2,251,54.57
JASENG,868.0,1521.2,653,75.23
Total Profit,Total Invested Amount
5200,6856
