3990,13224
5895,10623
5873,8368
6037,8423
3584,4517
4169,9807
6376,7743
7547,12089
5200,6856
5441,9711
5084,7076
4403,22915
2488,7825
12390,26160
7858,11593
8823,23201
9676,20395
6247,16346
8519,18819
