Stock,Open,Close,Profit,Profit Percent
COALIN,354.15,363.25,9,2.54
SWAENG,2212.0,2446.7,234,10.58
GANOIL,299.9,281.5,-18,-6.02
NETPEO,2260.0,2206.15,-54,-2.39
MANINF,200.0,202.55,2,1.0
VIPIND,607.0,607.8,0,0.0
FOSIND,3550.0,3825.85,275,7.75
VARBEV,1098.6,1238.6,140,12.75
APLAPO,1637.35,1588.15,-49,-2.99
CUMIND,2007.5,2013.15,6,0.3
BAAUTO,6141.9,6372.1,231,3.76
BANPRO,565.0,618.75,53,9.38
SHRPIS,1040.0,1277.45,237,22.79
RAICHI,1113.0,1117.7,4,0.36
Total Profit,Total Invested Amount
1070,23083
