Stock,Open,Close,Profit,Profit Percent
FOCLIG,184.5,177.2,-7,-3.8
MOTSU,61.15,61.45,0,0.0
MOLTEK,295.0,269.45,-26,-8.81
NIILEA,394.9,435.45,41,10.41
ECLSER,2611.8,2580.1,-31,-1.19
NETPEO,2230.0,2206.15,-24,-1.08
BETDRU,1311.15,1489.35,178,13.58
LYCINT,20.15,19.85,-1,-5.0
LLOST,48.0,45.8,-3,-6.25
HAPMIN,867.05,916.65,49,5.65
BAAUTO,6093.65,6372.1,279,4.58
ELEENG,950.0,893.5,-57,-6.0
ELGEQU,520.9,545.7,25,4.81
Total Profit,Total Invested Amount
423,15584
