Dec,2023
2286,36809
1424,30305
1266,29266
157,8158
642,10486
2056,29799
423,15584
1768,18537
1666,18616
1239,14348
1070,23083
316,19157
-93,15792
94,21714
332,15368
77,12367
64,12235
29,19381
74,7705
-11,680

