Stock,Open,Close,Profit,Profit Percent
TIPIND,357.95,351.35,-6,-1.68
PHADIG,434.25,520.3,86,19.82
PRUCOP,1256.0,1216.35,-40,-3.18
SYSTEC,234.25,262.3,28,11.97
SHAGEA,514.5,522.35,8,1.56
RSYSTE,485.0,571.45,86,17.73
PERSYS,6467.0,7431.35,964,14.91
KPITE,1475.0,1539.35,64,4.34
FIDSOF,114.85,106.1,-8,-7.02
HCLTEC,1364.95,1462.7,98,7.18
ELGEQU,539.9,545.7,6,1.11
CREPER,780.0,740.35,-40,-5.13
GUFBIO,329.0,322.8,-7,-2.13
Total Profit,Total Invested Amount
1239,14348
