Stock,Open,Close,Profit,Profit Percent
TIPIND,373.5,351.35,-22,-5.9
ESAIND,5917.7,5858.2,-59,-1.0
SKPBEA,210.8,206.55,-4,-1.9
SYSTEC,249.2,262.3,13,5.22
CRISIL,4238.0,4353.55,115,2.71
INFTEC,1508.0,1562.9,54,3.58
MACIN,1777.0,1723.1,-54,-3.04
MANINF,203.9,202.55,-1,-0.49
LINPEN,699.9,669.6,-30,-4.29
EICMOT,4080.0,4006.05,-74,-1.81
GEEWIR,89.9,94.6,5,5.62
CAPPOI,1252.0,1405.8,153,12.22
RAICHI,1119.0,1117.7,-2,-0.18
Total Profit,Total Invested Amount
94,21714
