Stock,Open,Close,Profit,Profit Percent
PHADIG,441.0,520.3,79,17.91
COALIN,369.15,363.25,-6,-1.63
RADCAS,90.7,89.25,-1,-1.11
SKPBEA,213.15,206.55,-7,-3.29
STYIND,1740.0,1754.2,14,0.8
AUTAXL,2220.0,2202.65,-18,-0.81
GLELIF,645.0,645.35,0,0.0
KOTPET,155.55,147.55,-8,-5.16
SAKSOF,327.35,322.75,-5,-1.53
CMSIN,388.8,386.0,-2,-0.52
EMULIM,440.0,434.85,-6,-1.36
GULLUB,677.4,711.2,34,5.02
Total Profit,Total Invested Amount
74,7705
